Time(s) Ch1(μV) Ch2(μV) Ch3(μV) Ch4(μV)
67.681 -232.21 -198.19 -188.25 -241.35
67.703 -207.25 -172.91 -163.55 -217.53
67.725 -206.31 -172.53 -162.83 -216.77
67.747 -232.73 -199.51 -189.01 -242.16
67.770 -250.00 -216.68 -206.08 -258.41
67.792 -232.39 -199.15 -188.89 -241.76
67.814 -208.34 -174.90 -165.05 -219.14
67.836 -207.67 -174.10 -164.26 -218.22
67.858 -207.22 -173.34 -164.20 -218.15
67.862 -207.58 -173.78 -164.42 -218.58
67.866 -233.80 -200.52 -190.26 -243.70
67.870 -246.45 -213.10 -202.51 -255.17
67.874 -226.87 -193.43 -183.22 -235.74
67.878 -207.18 -173.09 -163.77 -217.50
67.882 -208.65 -174.77 -165.18 -219.58
67.886 -232.88 -199.78 -189.57 -243.21
67.889 -248.04 -214.78 -204.34 -257.36
67.893 -229.31 -195.31 -185.61 -239.01
67.897 -206.53 -172.47 -163.37 -217.55
67.901 -206.26 -172.42 -163.06 -217.39
67.905 -232.79 -199.15 -189.21 -242.43
67.909 -247.95 -214.33 -204.18 -256.73
67.913 -227.74 -193.86 -184.33 -237.40
67.916 -205.90 -171.37 -162.54 -216.34
67.920 -204.74 -170.74 -161.29 -215.25
67.924 -230.98 -197.52 -187.13 -240.37
67.928 -247.32 -213.59 -203.16 -255.75
67.932 -228.97 -195.29 -185.21 -238.31
67.936 -206.06 -172.13 -162.97 -216.39
67.940 -207.54 -173.65 -164.20 -217.53
67.944 -232.70 -199.22 -188.85 -241.51
67.947 -244.55 -210.98 -200.16 -252.82
67.951 -228.79 -195.02 -184.94 -238.45
67.955 -207.92 -173.90 -164.69 -219.34
67.959 -209.44 -175.26 -166.01 -220.50
67.963 -234.29 -200.20 -190.19 -243.37
67.967 -248.22 -214.51 -204.05 -257.18
67.971 -229.80 -195.91 -186.08 -239.61
67.975 -206.19 -172.13 -163.19 -216.83
67.978 -207.78 -173.70 -164.75 -218.87
67.982 -232.12 -198.75 -188.56 -242.29
67.986 -245.51 -211.89 -201.41 -254.63
67.990 -229.87 -195.96 -185.99 -239.32
67.994 -207.07 -173.25 -164.06 -217.77
67.998 -208.32 -174.14 -165.05 -218.69
68.002 -206.19 -172.13 -163.19 -216.83
68.005 -207.78 -173.70 -164.75 -218.87
68.009 -232.12 -198.75 -188.56 -242.29
68.013 -245.51 -211.89 -201.41 -254.63
68.017 -229.87 -195.96 -185.99 -239.32
68.021 -207.07 -173.25 -164.06 -217.77
68.025 -208.32 -174.14 -165.05 -218.69
68.029 -233.80 -200.25 -190.10 -243.39
68.033 -248.01 -214.35 -203.98 -256.91
68.036 -229.53 -195.62 -186.10 -239.36
68.040 -207.85 -173.70 -164.82 -218.87
68.044 -207.47 -173.34 -164.15 -218.35
68.048 -230.31 -196.45 -186.28 -240.15
68.052 -245.02 -211.72 -201.52 -254.45
68.056 -227.23 -193.61 -183.53 -236.79
68.060 -205.37 -171.08 -161.87 -215.85
68.063 -208.34 -174.10 -164.80 -218.80
68.067 -232.15 -198.64 -188.00 -241.22
68.071 -246.29 -212.83 -202.10 -254.99
68.075 -227.56 -193.95 -184.11 -237.67
68.079 -205.73 -171.71 -162.63 -217.17
68.083 -205.28 -171.24 -161.92 -216.41
68.087 -232.66 -199.18 -188.74 -242.02
68.091 -247.34 -214.11 -203.38 -256.29
68.094 -227.63 -194.10 -183.87 -237.40
68.098 -205.19 -171.30 -161.45 -215.65
68.102 -207.29 -173.34 -163.41 -217.42
68.106 -233.64 -200.05 -189.57 -242.23
68.110 -246.67 -213.26 -202.24 -254.34
68.114 -227.61 -193.68 -183.44 -237.24
68.118 -206.13 -171.84 -162.27 -216.61
68.121 -208.45 -175.01 -164.96 -219.32
68.125 -231.25 -198.15 -187.51 -240.93
68.129 -245.56 -211.58 -201.64 -254.32
68.133 -225.04 -190.75 -181.21 -234.60
68.137 -201.37 -167.19 -157.94 -212.30
68.141 -202.86 -168.73 -159.46 -213.62
68.145 -206.13 -171.84 -162.27 -216.61
68.149 -208.45 -175.01 -164.96 -219.32
68.152 -231.25 -198.15 -187.51 -240.93
68.156 -245.56 -211.58 -201.64 -254.32
68.160 -225.04 -190.75 -181.21 -234.60
68.164 -201.37 -167.19 -157.94 -212.30
68.168 -202.86 -168.73 -159.46 -213.62
68.172 -231.85 -198.01 -187.71 -240.80
68.176 -246.12 -212.59 -202.06 -254.32
68.180 -225.95 -192.29 -182.68 -235.65
68.183 -202.40 -168.49 -159.32 -213.37
68.187 -203.89 -170.07 -160.57 -214.89
68.191 -229.24 -196.23 -185.65 -238.83
68.195 -246.00 -212.72 -201.43 -254.12
68.199 -226.29 -192.54 -182.70 -235.97
68.203 -203.45 -169.40 -160.40 -214.40
68.207 -204.83 -170.45 -161.18 -215.05
68.210 -231.16 -197.25 -187.04 -240.35
68.214 -246.14 -212.88 -202.15 -254.94
68.218 -229.53 -195.85 -185.83 -239.21
68.222 -206.13 -171.91 -163.10 -217.33
68.226 -206.66 -172.78 -164.08 -217.88
68.230 -232.32 -199.15 -188.69 -241.82
68.234 -247.23 -213.93 -203.09 -255.70
68.238 -228.37 -194.44 -184.74 -237.69
68.241 -205.55 -171.30 -162.23 -215.87
68.245 -205.75 -171.75 -162.45 -216.07
68.249 -232.95 -199.51 -189.19 -241.67
68.253 -248.31 -214.84 -204.00 -256.02
68.257 -229.71 -195.98 -185.70 -238.58
68.261 -203.65 -169.27 -160.53 -213.73
68.265 -205.68 -171.37 -162.47 -216.36
68.269 -234.07 -200.36 -190.15 -243.54
68.272 -249.87 -216.30 -205.55 -258.07
68.276 -229.91 -195.91 -185.92 -239.74
68.280 -206.89 -172.78 -163.70 -218.02
68.284 -206.33 -172.35 -163.06 -217.08
68.288 -204.43 -169.52 -161.42 -215.90
68.310 -205.39 -170.63 -162.12 -216.61
68.332 -231.74 -197.30 -188.09 -241.78
68.354 -242.54 -207.94 -198.68 -251.88
68.376 -224.39 -189.41 -180.74 -234.78
68.397 -204.83 -169.40 -161.22 -216.10
68.419 -206.89 -171.80 -163.53 -218.06
68.441 -228.61 -194.42 -184.94 -238.49
68.463 -236.06 -201.77 -192.52 -245.24
68.485 -222.38 -187.78 -178.97 -232.50
68.507 -202.84 -168.04 -159.57 -213.79
68.529 -203.87 -169.29 -160.42 -214.58
68.551 -227.50 -193.50 -184.18 -237.49
68.573 -235.61 -201.52 -192.02 -245.11
68.595 -220.92 -186.19 -177.45 -231.30
68.617 -204.61 -169.47 -161.20 -215.78
68.638 -208.79 -173.85 -165.16 -219.02
68.660 -229.26 -195.22 -185.45 -238.87
68.682 -236.12 -201.81 -192.56 -245.85
68.704 -220.75 -186.10 -177.72 -231.16
68.726 -207.25 -172.15 -164.04 -218.11
68.748 -211.65 -176.62 -167.95 -222.38
68.770 -231.05 -196.49 -186.97 -240.77
68.792 -235.74 -201.17 -191.80 -245.13
68.814 -222.58 -187.84 -179.33 -232.73
68.836 -208.63 -173.54 -165.38 -219.32
68.858 -213.06 -177.85 -169.36 -223.50
68.880 -230.29 -195.96 -186.79 -240.04
68.901 -235.41 -200.96 -191.80 -244.95
68.923 -223.99 -189.32 -180.98 -234.22
68.945 -207.78 -172.82 -164.55 -219.11
68.967 -198.42 -162.85 -154.74 -209.12
68.989 -237.53 -203.04 -193.57 -246.79
69.011 -243.05 -208.81 -198.15 -251.05
69.033 -225.35 -190.71 -181.25 -235.10
69.055 -213.17 -178.03 -169.58 -224.34
69.077 -217.35 -182.39 -173.61 -227.61
69.099 -207.78 -172.82 -164.55 -219.11
69.103 -198.42 -162.85 -154.74 -209.12
69.106 -237.53 -203.04 -193.57 -246.79
69.110 -243.05 -208.81 -198.15 -251.05
69.114 -225.35 -190.71 -181.25 -235.10
69.118 -213.17 -178.03 -169.58 -224.34
69.122 -217.35 -182.39 -173.61 -227.61
69.126 -236.57 -202.15 -192.54 -245.44
69.129 -241.94 -207.60 -197.90 -250.83
69.133 -225.62 -191.20 -182.30 -236.12
69.137 -212.63 -177.81 -169.34 -223.83
69.141 -218.78 -183.98 -174.75 -229.11
69.145 -231.81 -197.61 -187.53 -241.09
69.149 -236.79 -202.46 -192.87 -245.78
69.153 -222.51 -187.58 -178.97 -232.35
69.156 -210.44 -174.77 -166.65 -220.88
69.160 -214.60 -179.26 -170.54 -224.66
69.164 -228.99 -194.46 -184.80 -238.31
69.168 -237.20 -202.48 -193.36 -246.58
69.172 -221.73 -186.44 -178.08 -232.06
69.176 -208.56 -173.25 -165.29 -220.03
69.179 -212.48 -177.79 -168.89 -223.41
69.183 -227.94 -193.74 -183.82 -237.06
69.187 -232.95 -198.68 -189.27 -242.45
69.191 -220.03 -185.30 -176.91 -230.65
69.195 -210.20 -175.33 -166.74 -221.30
69.199 -212.14 -177.52 -168.62 -222.67
69.203 -229.02 -194.88 -184.76 -238.09
69.206 -231.36 -197.05 -187.06 -241.04
69.210 -216.07 -181.34 -172.38 -227.29
69.214 -204.83 -169.85 -161.31 -216.39
69.218 -214.67 -179.57 -170.90 -225.19
69.222 -229.19 -195.11 -185.25 -238.36
69.226 -232.41 -198.51 -188.83 -242.09
69.230 -218.91 -184.31 -175.33 -229.60
69.233 -206.17 -171.08 -162.59 -217.53
69.237 -211.13 -176.02 -167.33 -221.89
69.241 -205.50 -170.45 -161.74 -216.57
69.245 -210.53 -175.82 -166.72 -221.13
69.249 -227.50 -193.48 -183.84 -237.64
69.253 -232.46 -198.35 -188.16 -241.60
69.257 -217.06 -182.43 -173.09 -227.07
69.261 -205.86 -170.57 -161.83 -217.17
69.265 -213.41 -178.43 -169.52 -224.37
69.269 -231.01 -196.78 -186.73 -240.53
69.273 -234.60 -200.29 -190.35 -244.24
69.277 -219.99 -184.87 -176.04 -230.58
69.280 -202.55 -167.39 -158.79 -214.15
69.284 -206.24 -171.21 -162.47 -217.42
69.288 -234.94 -200.09 -190.59 -244.28
69.292 -234.96 -200.18 -190.59 -244.30
69.296 -218.20 -183.31 -174.43 -228.88
69.300 -204.65 -169.67 -161.54 -216.52
69.304 -209.97 -174.54 -165.85 -219.90
69.308 -230.83 -195.78 -185.99 -239.21
69.312 -234.47 -199.87 -190.35 -244.01
69.316 -218.69 -183.31 -174.99 -229.87
69.320 -204.36 -168.33 -160.64 -215.54
69.324 -212.14 -176.11 -168.11 -222.71
69.328 -230.94 -195.85 -186.50 -240.15
69.332 -228.90 -194.59 -184.78 -238.63
69.336 -218.71 -183.78 -174.84 -229.60
69.340 -207.11 -171.82 -163.88 -218.80
69.344 -211.09 -176.00 -167.28 -221.60
69.348 -233.29 -198.75 -188.76 -242.32
69.351 -233.53 -198.48 -188.85 -242.27
69.355 -216.72 -181.41 -172.44 -226.74
69.359 -202.53 -166.99 -158.45 -213.46
69.363 -208.90 -173.43 -164.40 -218.80
69.367 -230.51 -196.07 -185.99 -239.61
69.371 -234.31 -199.62 -189.95 -243.48
69.375 -215.09 -179.75 -171.06 -225.66
69.379 -201.41 -165.56 -157.60 -212.74
69.383 -209.95 -174.75 -165.72 -220.48
69.387 -202.53 -166.99 -158.45 -213.46
69.391 -208.90 -173.43 -164.40 -218.80
69.395 -230.51 -196.07 -185.99 -239.61
69.399 -234.31 -199.62 -189.95 -243.48
69.403 -215.09 -179.75 -171.06 -225.66
69.407 -201.41 -165.56 -157.60 -212.74
69.411 -209.95 -174.75 -165.72 -220.48
69.415 -230.63 -196.00 -185.45 -239.41
69.420 -235.57 -201.03 -190.91 -244.77
69.424 -216.72 -181.54 -172.49 -226.91
69.428 -200.99 -165.13 -156.84 -211.89
69.432 -208.18 -172.60 -163.55 -218.42
69.436 -227.83 -193.14 -183.11 -236.88
69.440 -234.65 -200.20 -190.15 -243.59
69.444 -218.31 -183.13 -174.32 -228.52
69.448 -201.41 -165.54 -157.40 -212.79
69.452 -206.78 -171.44 -162.56 -217.15
69.456 -233.08 -198.19 -188.38 -242.16
69.460 -238.63 -203.80 -194.21 -247.88
69.464 -216.23 -181.18 -172.31 -226.78
69.468 -196.67 -160.89 -153.36 -208.45
69.472 -204.72 -169.58 -160.75 -215.60
69.477 -233.93 -199.74 -189.32 -242.94
69.481 -242.43 -208.12 -197.79 -251.39
69.485 -206.04 -170.77 -161.71 -216.14
69.489 -193.95 -158.07 -149.94 -204.81
69.493 -215.38 -179.71 -170.86 -225.69
69.497 -243.10 -208.12 -198.22 -251.70
69.501 -247.08 -212.43 -202.53 -256.33
69.505 -215.65 -180.38 -171.48 -226.33
69.509 -185.21 -149.26 -141.53 -197.05
69.513 -197.03 -161.51 -152.95 -207.74
69.517 -235.52 -200.58 -190.62 -243.81
69.521 -239.92 -205.61 -195.62 -249.09
69.525 -210.42 -175.30 -166.36 -220.63
69.529 -187.06 -151.16 -143.10 -198.53
69.534 -198.42 -163.01 -154.09 -209.19
69.538 -211.13 -177.18 -164.98 -220.12
69.559 -203.31 -168.96 -157.31 -213.75
69.581 -203.69 -169.56 -157.87 -213.01
69.603 -219.25 -185.39 -173.09 -226.87
69.624 -221.19 -187.44 -175.17 -229.42
69.646 -208.34 -174.81 -162.50 -218.00
69.668 -199.69 -165.47 -153.56 -209.66
69.689 -202.48 -168.26 -156.60 -211.51
69.711 -215.94 -182.03 -169.56 -223.20
69.732 -219.96 -185.81 -173.45 -227.29
69.754 -207.87 -173.38 -161.47 -216.36
69.776 -193.34 -158.94 -147.32 -203.51
69.797 -205.88 -171.82 -160.35 -216.14
69.819 -204.90 -171.39 -159.12 -212.92
69.841 -216.48 -182.64 -170.52 -224.14
69.862 -218.53 -184.51 -172.58 -227.43
69.884 -195.51 -161.29 -149.47 -205.17
69.906 -205.23 -171.24 -159.23 -214.60
69.927 -220.21 -186.84 -174.39 -228.48
69.949 -223.16 -189.41 -176.80 -230.92
69.971 -212.68 -178.48 -166.36 -221.53
69.992 -202.51 -167.95 -156.15 -212.61
70.014 -204.61 -170.45 -158.45 -213.95
70.036 -211.76 -178.14 -165.89 -219.43
70.057 -212.52 -178.86 -166.23 -220.21
70.079 -215.52 -181.36 -169.11 -224.46
70.101 -201.59 -167.35 -155.43 -211.98
70.122 -203.09 -168.96 -156.91 -212.70
70.144 -216.01 -182.39 -169.92 -224.21
70.166 -218.94 -185.34 -172.82 -226.71
70.187 -208.18 -174.50 -161.96 -216.95
70.209 -198.68 -164.46 -152.91 -208.90
70.230 -203.36 -168.89 -157.16 -212.32
70.252 -215.74 -181.92 -169.58 -223.18
70.274 -215.22 -181.63 -168.96 -222.78
70.295 -207.45 -173.38 -161.09 -216.68
70.317 -202.82 -168.42 -156.95 -213.71
70.339 -208.18 -174.50 -161.96 -216.95
70.343 -198.68 -164.46 -152.91 -208.90
70.347 -203.36 -168.89 -157.16 -212.32
70.351 -215.74 -181.92 -169.58 -223.18
70.355 -215.22 -181.63 -168.96 -222.78
70.359 -207.45 -173.38 -161.09 -216.68
70.363 -202.82 -168.42 -156.95 -213.71
70.367 -202.64 -168.78 -156.89 -212.68
70.371 -215.38 -181.76 -169.40 -223.23
70.375 -218.15 -184.51 -172.02 -226.02
70.379 -207.67 -174.01 -161.63 -216.39
70.383 -198.30 -164.17 -151.86 -208.01
70.387 -201.77 -167.97 -155.84 -211.34
70.391 -215.40 -181.99 -169.61 -223.61
70.395 -221.60 -187.73 -175.55 -229.42
70.399 -208.47 -174.16 -162.07 -216.99
70.403 -196.63 -162.36 -150.18 -206.24
70.407 -202.10 -168.00 -155.95 -211.58
70.411 -216.10 -182.52 -170.19 -224.21
70.415 -220.10 -186.75 -173.96 -227.88
70.419 -209.41 -175.19 -162.59 -217.97
70.423 -198.35 -163.79 -151.86 -207.96
70.427 -202.57 -168.60 -156.57 -211.96
70.431 -216.36 -182.97 -170.07 -223.88
70.435 -219.76 -186.23 -173.43 -227.41
70.439 -208.07 -174.28 -162.03 -216.95
70.443 -196.40 -162.09 -150.18 -206.22
70.447 -199.56 -165.56 -153.24 -208.59
70.451 -221.66 -188.36 -175.42 -229.15
70.455 -222.09 -188.49 -175.44 -229.44
70.459 -207.89 -174.12 -161.42 -216.30
70.463 -196.45 -162.43 -150.23 -205.84
70.467 -197.30 -163.48 -151.25 -206.60
70.471 -214.71 -181.67 -169.05 -222.49
70.475 -214.11 -180.40 -168.17 -221.44
70.479 -216.30 -182.48 -170.03 -224.68
70.483 -202.93 -168.51 -156.46 -211.98
70.487 -208.23 -174.43 -161.51 -216.50
70.491 -199.82 -166.07 -153.65 -209.46
70.495 -203.83 -170.14 -157.89 -212.72
70.499 -216.05 -182.70 -170.30 -223.27
70.503 -214.06 -180.94 -168.11 -221.89
70.507 -206.73 -172.76 -160.42 -215.18
70.511 -208.83 -174.86 -162.59 -218.35
70.515 -203.98 -170.88 -158.25 -213.37
70.519 -217.80 -184.98 -171.75 -225.31
70.524 -220.48 -187.62 -174.14 -227.72
70.528 -209.91 -176.33 -163.19 -218.35
70.532 -197.08 -163.28 -150.38 -206.51
70.536 -205.10 -171.62 -158.50 -213.84
70.540 -217.19 -183.82 -170.90 -225.31
70.544 -220.61 -186.95 -174.34 -228.81
70.548 -209.21 -175.80 -163.15 -218.42
70.552 -199.67 -165.98 -153.24 -209.86
70.556 -204.38 -171.01 -158.21 -213.79
70.560 -220.59 -187.46 -174.61 -228.48
70.564 -223.56 -190.21 -177.70 -231.72
70.568 -209.64 -176.13 -163.41 -218.20
70.572 -198.44 -164.71 -151.90 -207.63
70.576 -203.00 -169.34 -156.93 -211.74
70.580 -220.43 -187.15 -174.54 -227.56
70.585 -223.38 -189.97 -177.16 -230.49
70.589 -203.04 -169.31 -156.40 -211.56
70.593 -199.42 -165.38 -152.60 -208.83
70.597 -208.94 -175.68 -162.27 -217.95
70.601 -218.85 -185.88 -172.69 -226.53
70.605 -219.90 -186.93 -173.61 -227.47
70.609 -215.85 -182.37 -169.14 -223.76
70.613 -197.28 -163.08 -150.54 -206.28
70.617 -200.43 -166.61 -154.18 -209.53
70.621 -222.04 -188.81 -176.02 -229.87
70.625 -224.46 -191.31 -178.14 -231.88
70.629 -208.79 -175.42 -162.18 -217.08
70.633 -201.08 -167.33 -154.74 -210.78
70.637 -215.85 -182.37 -169.14 -223.76
70.641 -197.28 -163.08 -150.54 -206.28
70.645 -200.43 -166.61 -154.18 -209.53
70.650 -222.04 -188.81 -176.02 -229.87
70.654 -224.46 -191.31 -178.14 -231.88
70.658 -208.79 -175.42 -162.18 -217.08
70.662 -201.08 -167.33 -154.74 -210.78
70.666 -206.69 -173.25 -160.13 -215.56
70.670 -222.65 -190.01 -176.27 -230.00
70.674 -224.77 -191.91 -178.50 -232.37
70.678 -208.30 -174.81 -161.36 -216.07
70.682 -182.66 -148.93 -136.06 -191.64
70.686 -204.65 -171.17 -158.56 -213.66
70.690 -228.81 -195.73 -182.30 -236.35
70.694 -227.54 -194.39 -181.21 -235.19
70.698 -206.15 -172.62 -159.64 -214.71
70.702 -198.82 -164.82 -152.01 -208.07
70.706 -214.71 -180.96 -168.13 -223.20
70.710 -223.23 -189.65 -176.82 -230.67
70.714 -219.58 -186.44 -173.23 -226.94
70.718 -210.53 -177.20 -163.77 -218.44
70.723 -201.72 -167.91 -154.83 -210.64
70.727 -205.95 -172.60 -159.35 -214.38
70.731 -220.28 -187.46 -174.05 -228.01
70.735 -221.10 -188.22 -175.01 -229.35
70.739 -207.54 -173.76 -161.22 -216.19
70.743 -198.08 -164.15 -151.77 -207.25
70.747 -202.75 -169.31 -156.69 -211.92
70.751 -217.53 -184.58 -171.48 -225.33
70.755 -219.96 -187.22 -173.76 -227.32
70.759 -210.93 -177.74 -164.60 -218.96
70.763 -197.72 -164.15 -151.37 -206.95
70.767 -201.57 -168.22 -155.43 -210.26
70.771 -219.29 -186.53 -173.58 -227.07
70.775 -218.98 -186.10 -173.09 -227.12
70.779 -201.81 -167.73 -155.66 -209.99
70.783 -195.44 -161.07 -149.22 -204.34
70.787 -230.74 -198.35 -185.54 -238.31
70.809 -205.73 -172.24 -159.57 -213.41
70.830 -184.07 -149.31 -137.08 -191.80
70.852 -191.98 -158.05 -145.33 -199.74
70.873 -220.86 -188.36 -175.10 -228.03
70.894 -226.42 -193.54 -180.71 -233.60
70.916 -208.54 -174.66 -161.74 -215.67
70.937 -173.81 -139.63 -126.33 -181.36
70.958 -195.24 -161.69 -147.88 -202.31
70.980 -231.65 -198.93 -185.32 -238.43
71.001 -233.67 -201.08 -187.46 -240.30
71.023 -205.88 -172.60 -159.19 -212.95
71.044 -187.78 -153.56 -140.75 -195.58
71.065 -194.48 -160.84 -147.79 -202.02
71.087 -226.42 -193.81 -181.00 -233.67
71.108 -232.77 -200.52 -187.80 -240.37
71.130 -205.05 -171.82 -158.88 -212.61
71.151 -177.03 -142.96 -129.68 -184.36
71.172 -187.58 -154.25 -141.06 -195.13
71.194 -228.41 -196.09 -183.02 -235.74
71.215 -240.53 -207.76 -194.84 -247.34
71.236 -213.93 -179.98 -166.63 -220.28
71.258 -186.46 -151.46 -138.18 -192.90
71.279 -191.58 -157.40 -143.86 -198.33
71.301 -231.59 -198.66 -185.16 -238.22
71.322 -243.84 -211.38 -197.77 -250.54
71.343 -214.33 -180.33 -166.88 -220.46
71.365 -188.22 -153.31 -139.18 -194.15
71.386 -188.56 -154.61 -140.21 -194.71
71.408 -225.31 -192.49 -178.28 -230.98
71.429 -242.34 -209.28 -194.55 -247.52
71.450 -210.60 -176.15 -161.47 -215.34
71.472 -192.87 -157.74 -142.74 -197.61
71.493 -202.82 -168.17 -153.62 -208.09
71.514 -234.72 -201.43 -187.02 -240.15
71.536 -240.77 -207.65 -193.32 -246.29
71.557 -214.93 -180.98 -166.36 -220.21
71.579 -242.34 -209.28 -194.55 -247.52
71.583 -210.60 -176.15 -161.47 -215.34
71.587 -192.87 -157.74 -142.74 -197.61
71.591 -202.82 -168.17 -153.62 -208.09
71.596 -234.72 -201.43 -187.02 -240.15
71.600 -240.77 -207.65 -193.32 -246.29
71.604 -214.93 -180.98 -166.36 -220.21
71.608 -193.12 -158.27 -143.61 -198.51
71.613 -210.91 -176.38 -160.69 -215.69
71.617 -236.75 -205.28 -188.89 -242.70
71.621 -237.91 -207.63 -192.09 -245.22
71.625 -212.50 -180.20 -165.87 -219.99
71.630 -186.10 -152.28 -137.84 -192.96
71.634 -202.62 -170.21 -155.77 -210.15
71.638 -234.27 -203.16 -188.63 -242.20
71.642 -238.65 -208.74 -193.23 -246.61
71.646 -207.51 -177.88 -162.03 -215.67
71.651 -181.38 -150.00 -134.76 -189.36
71.655 -197.08 -165.60 -150.81 -205.26
71.659 -229.78 -199.76 -184.22 -237.76
71.663 -233.67 -202.33 -187.69 -241.20
71.668 -226.04 -193.25 -179.04 -233.15
71.672 -187.78 -153.51 -140.64 -195.60
71.676 -193.14 -159.59 -146.63 -201.32
71.680 -225.51 -193.54 -179.51 -232.77
71.685 -230.09 -198.42 -184.27 -237.40
71.689 -205.10 -172.71 -158.47 -212.65
71.693 -183.37 -150.36 -136.03 -190.91
71.697 -199.85 -167.24 -153.24 -207.80
71.702 -227.67 -195.89 -182.50 -235.52
71.706 -233.26 -201.64 -188.02 -240.77
71.710 -209.19 -176.65 -163.03 -216.63
71.714 -187.84 -154.36 -140.57 -195.31
71.719 -194.30 -160.95 -147.43 -201.93
71.723 -229.60 -197.63 -183.98 -237.46
71.727 -240.42 -208.72 -194.88 -248.15
71.731 -211.89 -179.55 -165.76 -219.47
71.736 -235.25 -202.64 -189.07 -241.82
71.740 -212.57 -179.31 -166.05 -219.56
71.744 -190.28 -156.60 -143.36 -198.08
71.748 -198.73 -165.56 -152.30 -206.66
71.752 -227.34 -195.40 -181.76 -234.92
71.756 -235.95 -204.14 -190.41 -243.03
71.760 -211.67 -178.93 -165.72 -219.14
71.764 -183.28 -149.49 -136.64 -191.47
71.769 -194.73 -161.25 -148.08 -202.60
71.773 -227.59 -195.51 -181.59 -234.51
71.777 -240.10 -208.03 -194.28 -246.52
71.781 -211.25 -178.23 -165.11 -218.58
71.785 -181.34 -147.43 -134.36 -189.14
71.789 -201.93 -168.89 -155.39 -209.70
71.793 -232.53 -200.45 -186.66 -238.98
71.797 -233.51 -201.26 -187.33 -239.92
71.802 -218.26 -185.59 -171.46 -225.51
71.806 -194.93 -161.71 -148.13 -203.45
71.810 -201.46 -168.06 -155.23 -209.48
71.814 -235.05 -202.48 -189.45 -242.27
71.818 -245.18 -213.03 -199.13 -251.59
71.822 -221.06 -188.16 -174.88 -228.19
71.826 -202.06 -169.00 -156.04 -210.55
71.830 -205.84 -172.76 -159.86 -214.20
71.834 -234.05 -201.77 -188.67 -241.31
71.839 -240.33 -208.30 -194.95 -247.57
71.843 -215.20 -182.43 -168.71 -222.69
71.847 -190.64 -157.49 -143.92 -198.84
71.851 -190.53 -158.00 -144.35 -199.02
71.855 -236.39 -204.72 -190.59 -243.68
71.859 -248.06 -216.43 -202.28 -255.44
71.863 -218.09 -185.79 -172.04 -225.91
71.867 -193.05 -159.84 -146.47 -201.19
71.872 -207.80 -174.88 -161.45 -215.83
71.876 -257.40 -225.60 -211.40 -264.67
71.880 -257.13 -225.46 -211.47 -263.88
71.884 -218.73 -185.94 -172.96 -225.91
71.888 -248.06 -216.43 -202.28 -255.44
71.892 -218.09 -185.79 -172.04 -225.91
71.896 -193.05 -159.84 -146.47 -201.19
71.900 -207.80 -174.88 -161.45 -215.83
71.904 -257.40 -225.60 -211.40 -264.67
71.908 -257.13 -225.46 -211.47 -263.88
71.912 -218.73 -185.94 -172.96 -225.91
71.916 -192.11 -158.50 -145.67 -199.89
71.920 -206.69 -173.54 -160.13 -214.29
71.924 -236.70 -204.92 -190.68 -243.43
71.928 -250.61 -219.25 -204.38 -256.71
71.932 -219.70 -187.80 -173.02 -226.53
71.936 -193.36 -160.51 -146.27 -200.90
71.940 -191.40 -159.10 -145.31 -199.31
71.944 -218.60 -187.51 -173.02 -225.33
71.948 -230.76 -199.91 -184.85 -237.84
71.952 -204.27 -172.24 -156.95 -210.96
71.957 -162.70 -129.66 -115.00 -169.45
71.961 -149.38 -116.50 -102.39 -156.33
71.965 -194.75 -162.70 -148.93 -202.22
71.969 -210.42 -178.50 -164.75 -217.84
71.973 -182.32 -149.47 -136.12 -189.50
71.977 -163.95 -130.89 -117.17 -171.24
71.981 -170.57 -137.73 -124.16 -178.28
71.985 -210.98 -178.79 -164.75 -217.84
71.989 -230.98 -199.27 -184.22 -236.97
71.993 -208.16 -175.73 -161.42 -214.76
71.997 -180.29 -146.96 -133.51 -188.11
72.001 -191.20 -158.38 -145.22 -199.40
72.005 -236.91 -204.52 -191.80 -244.84
72.009 -242.90 -210.46 -197.84 -250.70
72.013 -208.09 -175.37 -162.74 -216.12
72.017 -178.64 -145.22 -132.59 -186.95
72.021 -194.59 -161.49 -148.48 -202.31
72.025 -237.13 -205.46 -191.69 -244.28
72.029 -244.46 -212.81 -198.55 -251.39
72.033 -217.95 -185.32 -171.82 -225.19
72.037 -175.55 -141.40 -133.80 -187.84
72.200 -185.97 -152.93 -141.80 -195.44
72.363 -227.63 -196.20 -180.76 -234.11
72.527 -241.56 -210.37 -195.85 -249.45
72.690 -210.02 -177.05 -167.03 -220.88
72.853 -175.10 -140.91 -132.97 -187.17
73.016 -185.56 -152.28 -140.68 -194.28
73.180 -228.12 -196.56 -181.18 -234.45
73.343 -241.96 -210.55 -195.91 -249.31
73.506 -210.62 -177.74 -167.50 -221.33
73.669 -175.15 -141.24 -133.15 -187.33
73.832 -185.09 -152.01 -140.61 -194.21
73.996 -228.57 -196.90 -181.50 -234.69
74.159 -243.23 -211.69 -197.43 -250.99
74.322 -212.59 -179.62 -169.58 -223.38
74.485 -176.06 -142.18 -133.95 -188.25
74.648 -185.41 -151.95 -140.97 -194.33
74.812 -228.10 -196.61 -181.50 -234.65
