Time(s) Ch1(μV) Ch2(μV) Ch3(μV) Ch4(μV)
6.593 -294.64 -265.58 -255.95 -307.00
6.597 -269.07 -238.98 -229.87 -284.29
6.601 -229.53 -201.61 -190.68 -243.43
6.605 -278.79 -250.83 -238.96 -291.38
6.610 -308.16 -278.77 -268.15 -319.76
6.614 -285.70 -256.84 -250.03 -301.77
6.618 -270.23 -242.05 -231.34 -284.78
6.622 -253.63 -224.84 -212.77 -266.12
6.626 -262.99 -234.72 -223.65 -276.09
6.630 -288.92 -259.84 -249.58 -301.28
6.634 -272.74 -244.37 -234.60 -286.35
6.638 -273.05 -244.44 -235.83 -288.83
6.802 -283.06 -254.72 -245.18 -297.77
6.967 -300.70 -272.53 -262.16 -313.08
7.131 -300.45 -272.49 -262.77 -312.84
7.295 -291.44 -262.92 -254.90 -307.18
7.460 -270.10 -242.09 -232.44 -285.90
7.624 -283.78 -255.79 -246.18 -297.81
7.788 -302.42 -274.01 -264.76 -314.40
7.953 -295.15 -266.88 -256.91 -307.14
8.117 -282.62 -254.52 -244.44 -296.34
8.282 -276.36 -248.19 -239.30 -292.27
8.446 -289.70 -261.27 -252.15 -304.21
8.610 -292.94 -264.67 -254.99 -305.10
8.775 -305.75 -277.23 -267.77 -318.11
8.939 -298.51 -269.81 -261.16 -313.08
9.103 -271.62 -243.05 -234.45 -287.87
9.268 -261.34 -233.69 -223.83 -276.16
9.432 -310.44 -282.82 -271.73 -321.98
9.596 -291.71 -263.42 -253.40 -303.00
9.761 -286.24 -257.65 -248.66 -299.87
9.925 -275.28 -247.41 -237.64 -290.86
10.090 -290.84 -262.77 -253.09 -305.26
10.254 -296.67 -267.84 -259.08 -309.35
10.418 -296.79 -268.58 -258.81 -309.04
10.583 -293.95 -265.23 -255.75 -306.93
10.747 -273.52 -245.06 -236.46 -289.66
10.911 -283.35 -255.48 -246.90 -298.98
11.076 -303.20 -275.53 -265.74 -316.03
11.240 -301.12 -272.65 -263.39 -313.28
11.405 -283.44 -254.56 -244.95 -297.30
11.569 -266.25 -237.44 -229.49 -283.02
11.733 -277.92 -249.96 -239.88 -291.60
11.898 -309.28 -281.52 -270.50 -320.46
12.062 -302.93 -274.64 -264.73 -314.47
12.226 -282.32 -253.80 -245.33 -296.65
12.391 -279.93 -251.26 -243.75 -296.83
12.555 -270.77 -242.02 -232.79 -284.96
12.719 -272.83 -244.53 -235.52 -287.73
12.724 -270.84 -242.56 -234.07 -286.24
12.728 -297.73 -269.83 -259.53 -309.77
12.732 -311.07 -283.40 -272.60 -322.78
12.736 -299.11 -271.15 -261.72 -312.86
12.741 -261.90 -233.17 -224.34 -276.54
12.745 -279.06 -250.52 -240.77 -292.65
12.749 -299.02 -271.26 -260.98 -311.67
12.753 -298.04 -269.65 -260.80 -311.56
12.758 -296.03 -267.89 -258.36 -309.04
12.762 -268.36 -239.68 -230.83 -283.60
12.766 -282.03 -253.78 -244.19 -296.32
12.770 -304.21 -275.98 -265.94 -316.66
12.775 -299.02 -270.79 -260.29 -310.73
12.779 -293.57 -265.67 -255.12 -306.11
12.783 -273.81 -245.76 -236.75 -289.41
12.787 -278.55 -250.43 -241.49 -293.19
12.792 -297.39 -269.34 -259.28 -309.88
12.796 -299.65 -271.33 -262.16 -311.99
12.800 -290.86 -262.32 -253.71 -304.81
12.804 -274.73 -246.47 -237.02 -289.77
12.809 -281.88 -253.51 -244.33 -296.29
12.813 -301.46 -273.38 -263.39 -314.20
12.817 -302.96 -275.08 -265.05 -315.36
12.822 -281.16 -253.18 -243.75 -294.82
12.826 -265.81 -237.53 -228.86 -281.83
12.830 -277.63 -249.40 -240.19 -292.18
12.834 -304.36 -276.16 -266.54 -316.77
12.839 -310.42 -282.08 -272.38 -322.78
12.843 -280.09 -251.77 -241.60 -293.30
12.847 -267.64 -239.30 -230.49 -283.24
12.851 -284.11 -256.62 -246.14 -298.24
12.856 -303.47 -275.55 -265.63 -316.23
12.860 -303.63 -275.51 -265.34 -315.41
12.864 -281.27 -252.93 -243.92 -295.13
12.868 -278.41 -250.12 -241.26 -293.75
12.873 -282.39 -254.36 -244.77 -296.67
12.877 -267.64 -239.30 -230.49 -283.24
12.881 -284.11 -256.62 -246.14 -298.24
12.885 -303.47 -275.55 -265.63 -316.23
12.889 -303.63 -275.51 -265.34 -315.41
12.894 -281.27 -252.93 -243.92 -295.13
12.898 -278.41 -250.12 -241.26 -293.75
12.902 -282.39 -254.36 -244.77 -296.67
12.906 -295.65 -267.08 -257.47 -308.25
12.911 -308.36 -279.75 -270.61 -321.28
12.915 -284.22 -256.08 -246.94 -298.66
12.919 -266.75 -238.58 -229.17 -281.83
12.923 -279.82 -251.26 -241.78 -294.04
12.928 -301.44 -273.70 -263.01 -313.64
12.932 -308.50 -280.31 -270.23 -320.75
12.936 -287.76 -259.26 -249.49 -301.41
12.940 -266.57 -238.29 -229.87 -282.62
12.944 -276.04 -247.63 -238.60 -290.24
12.949 -305.12 -276.74 -266.50 -316.70
12.953 -294.69 -266.32 -256.69 -307.11
12.957 -287.02 -258.65 -249.07 -300.65
12.961 -275.33 -246.83 -237.67 -290.33
12.966 -276.74 -248.19 -239.41 -291.80
12.970 -302.73 -274.10 -264.67 -315.52
12.974 -311.14 -282.57 -272.62 -322.18
12.978 -286.53 -257.92 -248.69 -299.60
12.983 -261.16 -232.86 -223.90 -276.36
12.987 -272.87 -244.89 -235.41 -287.53
12.991 -302.11 -273.97 -263.48 -313.95
12.995 -306.62 -278.53 -268.87 -318.38
13.000 -286.53 -257.98 -248.35 -299.83
13.004 -273.50 -245.44 -235.79 -288.27
13.008 -280.56 -252.35 -243.16 -295.31
13.012 -305.79 -277.30 -267.37 -318.11
13.016 -303.92 -275.95 -265.74 -316.10
13.021 -289.88 -261.67 -252.35 -303.80
13.025 -268.38 -240.21 -231.90 -284.29
13.029 -280.78 -253.16 -243.23 -295.38
13.033 -271.31 -243.63 -233.82 -285.52
13.038 -283.62 -255.30 -245.98 -298.22
13.042 -297.70 -269.63 -259.77 -310.29
13.046 -304.81 -276.56 -266.68 -317.01
13.050 -286.46 -257.69 -248.44 -300.12
13.054 -269.41 -241.04 -231.47 -284.02
13.058 -275.80 -247.43 -238.83 -290.55
13.063 -301.68 -273.45 -263.80 -314.18
13.067 -301.86 -273.59 -264.20 -314.04
13.071 -291.18 -262.61 -253.98 -304.86
13.075 -265.47 -236.68 -228.23 -280.89
13.079 -272.78 -244.48 -234.47 -286.75
13.083 -297.55 -269.65 -259.55 -310.40
13.088 -302.96 -274.55 -264.67 -314.78
13.092 -285.50 -257.13 -247.25 -298.82
13.096 -269.14 -241.02 -231.54 -284.11
13.100 -276.83 -248.82 -239.43 -291.27
13.104 -301.44 -273.05 -263.57 -314.11
13.108 -302.66 -274.05 -264.18 -314.35
13.113 -287.69 -259.08 -249.76 -301.06
13.117 -267.15 -238.54 -229.64 -282.62
13.121 -284.47 -256.04 -246.25 -298.53
13.125 -310.60 -281.92 -272.31 -322.92
13.129 -306.33 -278.15 -269.20 -318.38
13.133 -283.96 -255.35 -246.47 -297.52
13.138 -260.11 -231.65 -222.60 -275.73
13.142 -275.44 -246.85 -237.93 -290.24
13.146 -301.82 -273.56 -264.44 -314.73
13.150 -306.98 -278.93 -269.43 -319.23
13.154 -287.64 -259.44 -250.59 -302.28
13.159 -257.83 -228.95 -221.66 -274.90
13.163 -276.18 -247.48 -238.47 -290.57
13.167 -295.20 -266.75 -257.25 -307.38
13.171 -302.22 -273.54 -264.69 -314.73
13.175 -287.51 -258.52 -250.21 -301.57
13.179 -267.17 -238.98 -229.93 -283.02
13.184 -281.10 -253.29 -243.90 -296.25
13.188 -291.60 -263.82 -250.38 -301.57
13.354 -269.25 -241.42 -228.81 -280.67
13.520 -251.90 -223.99 -211.54 -265.07
13.686 -249.58 -221.75 -209.15 -263.46
13.852 -266.61 -238.72 -226.04 -278.37
14.018 -278.79 -250.81 -237.76 -288.32
14.185 -271.31 -242.99 -230.69 -283.06
14.351 -257.18 -229.13 -217.04 -271.37
14.517 -243.97 -216.14 -204.18 -258.01
14.683 -263.04 -235.10 -222.38 -274.14
14.849 -286.93 -258.79 -245.74 -296.72
15.015 -273.52 -245.24 -233.49 -285.66
15.182 -247.34 -219.09 -207.33 -260.93
15.348 -242.87 -214.73 -201.99 -255.97
15.514 -267.01 -238.85 -225.95 -278.77
15.680 -278.35 -250.54 -237.33 -288.45
15.846 -273.65 -245.94 -233.44 -285.25
16.012 -253.11 -224.79 -213.39 -267.26
16.178 -254.23 -226.60 -214.13 -267.80
16.345 -265.70 -238.09 -225.24 -277.54
16.511 -279.64 -251.86 -238.25 -289.28
16.677 -268.62 -240.75 -227.52 -279.44
16.843 -252.80 -224.66 -212.50 -266.16
17.009 -247.08 -219.02 -207.00 -260.93
17.175 -262.14 -234.18 -221.60 -273.56
17.341 -286.12 -257.96 -244.89 -296.43
17.508 -268.47 -240.08 -228.30 -280.92
17.674 -250.07 -222.11 -209.86 -262.66
17.840 -245.47 -217.39 -205.70 -259.57
18.006 -267.13 -239.07 -226.74 -278.93
18.172 -285.88 -257.47 -244.62 -295.83
18.338 -266.12 -237.71 -225.13 -277.47
18.505 -244.98 -216.83 -204.45 -258.19
18.671 -246.34 -218.40 -205.97 -260.22
18.837 -266.08 -237.98 -225.39 -278.10
19.003 -284.07 -255.66 -243.10 -294.22
19.169 -270.32 -241.89 -229.13 -281.05
19.335 -285.88 -257.47 -244.62 -295.83
19.339 -266.12 -237.71 -225.13 -277.47
19.344 -244.98 -216.83 -204.45 -258.19
19.348 -246.34 -218.40 -205.97 -260.22
19.352 -266.08 -237.98 -225.39 -278.10
19.356 -284.07 -255.66 -243.10 -294.22
19.360 -270.32 -241.89 -229.13 -281.05
19.364 -248.75 -220.61 -208.52 -262.23
19.368 -242.94 -214.73 -202.93 -256.84
19.372 -266.95 -238.36 -225.84 -278.08
19.377 -286.57 -258.25 -245.18 -296.29
19.381 -267.80 -239.03 -226.85 -279.44
19.385 -251.86 -223.27 -211.20 -264.71
19.389 -243.81 -215.43 -203.51 -257.92
19.393 -263.06 -235.01 -221.98 -274.50
19.397 -285.12 -257.13 -244.15 -295.27
19.401 -268.74 -240.68 -227.92 -279.71
19.405 -246.79 -218.85 -206.60 -259.57
19.410 -249.31 -221.28 -209.64 -264.06
19.414 -263.21 -235.01 -223.14 -276.63
19.418 -278.48 -249.89 -237.04 -288.02
19.422 -270.88 -242.54 -230.13 -282.28
19.426 -252.69 -224.57 -211.89 -265.34
19.430 -246.41 -218.31 -205.99 -259.97
19.434 -259.59 -231.52 -218.76 -271.33
19.438 -279.24 -251.26 -238.40 -288.72
19.443 -267.17 -239.19 -226.29 -278.53
19.447 -250.61 -222.24 -210.24 -264.13
19.451 -246.18 -218.13 -206.57 -260.82
19.455 -264.22 -236.21 -223.50 -275.78
19.459 -283.31 -254.85 -241.87 -293.03
19.463 -268.20 -239.77 -227.07 -278.88
19.467 -248.51 -219.74 -207.89 -261.05
19.471 -242.67 -214.35 -202.60 -257.09
19.476 -265.29 -237.06 -224.68 -277.43
19.480 -283.40 -255.19 -242.27 -293.28
19.484 -269.79 -241.31 -229.04 -281.54
19.488 -277.94 -249.58 -236.75 -287.98
19.492 -268.09 -239.54 -227.34 -279.62
19.496 -249.36 -220.88 -208.85 -262.61
19.500 -245.78 -217.42 -205.39 -259.30
19.504 -256.42 -228.12 -215.07 -267.57
19.508 -283.04 -255.19 -242.32 -293.41
19.512 -269.38 -241.53 -228.73 -280.38
19.516 -250.18 -222.27 -210.87 -264.78
19.520 -246.25 -217.84 -205.68 -259.62
19.524 -263.15 -234.83 -221.48 -273.94
19.528 -280.09 -251.84 -238.78 -290.42
19.532 -266.28 -237.76 -224.90 -276.92
19.536 -250.03 -221.66 -209.48 -262.52
19.540 -242.85 -214.53 -201.97 -255.61
19.544 -256.35 -228.30 -214.82 -267.26
19.548 -281.27 -253.27 -240.26 -292.03
19.552 -266.75 -238.47 -226.13 -278.57
19.557 -245.80 -217.50 -204.72 -258.43
19.561 -242.83 -214.71 -202.37 -256.51
19.565 -263.88 -235.74 -223.32 -275.89
19.569 -277.39 -249.24 -236.46 -288.14
19.573 -266.46 -238.22 -225.39 -277.85
19.577 -246.45 -218.09 -205.30 -258.88
19.581 -235.30 -207.02 -194.71 -248.39
19.585 -269.36 -241.44 -228.30 -280.72
19.589 -282.32 -254.30 -240.97 -291.96
19.593 -265.18 -236.88 -224.01 -276.11
19.597 -247.48 -218.94 -206.60 -260.87
19.601 -247.81 -219.09 -206.57 -261.00
19.605 -265.74 -237.53 -224.43 -276.47
19.609 -276.78 -248.66 -235.34 -286.64
19.613 -263.26 -234.85 -222.33 -274.77
19.617 -244.91 -216.74 -204.07 -257.13
19.621 -245.94 -217.86 -205.32 -259.46
19.625 -262.01 -233.49 -220.84 -274.35
19.629 -278.86 -250.50 -237.26 -289.03
19.633 -266.08 -237.89 -224.90 -277.43
19.637 -276.78 -248.66 -235.34 -286.64
19.641 -263.26 -234.85 -222.33 -274.77
19.645 -244.91 -216.74 -204.07 -257.13
19.649 -245.94 -217.86 -205.32 -259.46
19.653 -262.01 -233.49 -220.84 -274.35
19.658 -278.86 -250.50 -237.26 -289.03
19.662 -266.08 -237.89 -224.90 -277.43
19.666 -246.52 -218.13 -205.46 -259.30
19.670 -238.76 -210.15 -197.75 -252.22
19.674 -263.50 -235.05 -222.42 -275.73
19.678 -281.72 -253.13 -240.30 -292.29
19.682 -262.77 -234.18 -221.35 -273.56
19.686 -241.44 -212.97 -200.50 -253.69
19.690 -242.23 -213.48 -201.12 -255.28
19.694 -263.37 -234.72 -222.11 -274.59
19.698 -278.88 -250.54 -237.29 -288.92
19.702 -262.77 -234.40 -221.71 -274.50
19.706 -250.50 -222.09 -209.70 -263.28
19.710 -239.97 -211.49 -198.80 -253.09
19.714 -264.69 -236.62 -223.58 -276.47
19.718 -281.14 -253.18 -240.12 -291.49
19.722 -264.15 -235.86 -222.94 -275.75
19.726 -242.61 -214.76 -201.59 -255.82
19.730 -238.65 -210.93 -197.88 -251.88
19.735 -263.17 -235.01 -222.02 -274.86
19.739 -278.08 -249.53 -236.28 -287.69
19.743 -269.25 -240.64 -227.52 -279.93
19.747 -246.43 -217.55 -205.50 -259.41
19.751 -235.07 -206.46 -193.54 -247.88
19.755 -263.77 -235.79 -222.56 -274.97
19.759 -279.67 -251.59 -238.18 -289.25
19.763 -266.90 -238.45 -225.44 -277.65
19.767 -239.68 -211.43 -198.75 -252.49
19.771 -239.21 -210.71 -198.35 -252.73
19.775 -265.56 -237.06 -224.41 -277.63
19.779 -278.37 -249.89 -236.30 -287.04
19.783 -265.96 -237.58 -224.39 -276.49
19.787 -259.75 -231.83 -216.72 -269.63
19.807 -284.74 -256.96 -241.91 -293.72
19.828 -266.37 -238.29 -223.99 -277.07
19.848 -239.92 -211.78 -197.97 -252.28
19.868 -241.87 -213.95 -200.09 -255.06
19.888 -267.53 -240.24 -225.17 -278.17
19.909 -282.84 -255.28 -239.25 -291.56
19.929 -272.33 -244.17 -229.60 -282.79
19.949 -241.67 -213.59 -200.25 -254.39
19.969 -241.22 -213.44 -199.09 -253.63
19.990 -264.49 -236.73 -221.55 -275.40
20.010 -279.31 -251.59 -236.44 -288.83
20.030 -266.12 -238.36 -224.01 -277.01
20.050 -239.28 -211.02 -196.76 -251.39
20.070 -268.85 -241.26 -226.76 -281.90
20.091 -258.54 -230.78 -216.39 -269.49
20.111 -288.63 -260.71 -246.20 -298.08
20.131 -264.13 -236.53 -221.22 -273.67
20.151 -223.56 -196.25 -180.85 -234.20
20.172 -242.20 -214.29 -199.27 -254.14
20.192 -274.79 -247.43 -231.70 -285.79
20.212 -280.89 -252.75 -237.87 -289.84
20.232 -276.22 -248.24 -233.78 -286.24
20.253 -245.06 -217.57 -202.53 -256.75
20.273 -231.05 -203.00 -189.50 -244.37
20.293 -264.78 -237.24 -222.69 -275.75
20.313 -278.08 -250.88 -235.41 -286.86
20.333 -269.76 -242.14 -227.14 -280.16
20.354 -254.90 -226.18 -213.30 -267.82
20.374 -250.59 -222.40 -208.63 -263.01
20.394 -269.03 -241.78 -226.58 -279.64
20.414 -264.26 -236.86 -222.15 -273.79
20.435 -268.94 -241.15 -225.57 -277.99
20.455 -246.07 -218.29 -203.22 -259.41
20.475 -239.48 -212.03 -197.01 -252.04
20.495 -264.13 -235.97 -220.16 -272.45
20.516 -275.69 -247.70 -232.97 -284.45
20.536 -269.03 -241.78 -226.58 -279.64
20.540 -264.26 -236.86 -222.15 -273.79
20.544 -268.94 -241.15 -225.57 -277.99
20.548 -246.07 -218.29 -203.22 -259.41
20.552 -239.48 -212.03 -197.01 -252.04
20.556 -264.13 -235.97 -220.16 -272.45
20.560 -275.69 -247.70 -232.97 -284.45
20.565 -265.54 -237.46 -222.51 -275.28
20.569 -260.40 -232.26 -217.59 -271.60
20.573 -242.72 -214.89 -200.65 -255.68
20.577 -256.53 -228.90 -213.71 -266.81
20.581 -277.36 -249.87 -234.00 -286.24
20.585 -258.36 -229.75 -216.03 -270.43
20.589 -253.04 -224.10 -211.74 -266.59
20.593 -271.55 -243.30 -230.11 -284.29
20.597 -266.99 -239.97 -223.65 -276.13
20.601 -281.65 -254.16 -238.11 -289.39
20.606 -266.46 -237.84 -224.05 -276.63
20.610 -258.12 -229.37 -216.16 -270.95
20.614 -241.20 -213.26 -198.68 -253.38
20.618 -249.98 -222.31 -206.62 -259.21
20.622 -275.95 -248.57 -233.51 -284.54
20.626 -273.12 -244.10 -231.39 -284.78
20.630 -258.88 -230.78 -216.95 -271.62
20.634 -236.06 -208.34 -192.49 -247.14
20.638 -243.12 -215.29 -200.65 -254.52
20.642 -274.46 -246.56 -230.04 -281.12
20.647 -267.71 -239.43 -223.58 -275.60
20.651 -249.49 -220.99 -207.29 -260.89
20.655 -266.01 -238.18 -223.90 -278.44
20.659 -272.58 -245.00 -229.71 -282.24
20.663 -266.10 -238.52 -222.67 -274.19
20.667 -269.07 -241.18 -226.00 -278.75
20.671 -253.98 -225.46 -211.76 -266.05
20.675 -258.48 -229.60 -216.54 -270.52
20.679 -280.00 -251.43 -237.87 -291.22
20.683 -288.25 -258.81 -245.27 -297.14
20.688 -270.86 -243.19 -227.83 -280.51
20.692 -279.78 -252.40 -236.28 -287.38
20.696 -271.95 -244.01 -228.68 -281.30
20.700 -267.28 -238.69 -224.93 -279.37
20.704 -271.53 -242.54 -228.86 -283.22
20.708 -245.40 -217.08 -202.26 -255.17
20.712 -267.93 -240.97 -223.54 -275.11
20.716 -286.53 -258.63 -243.25 -295.29
20.720 -257.00 -229.08 -214.58 -268.53
20.724 -249.20 -220.48 -207.56 -262.54
20.728 -282.06 -253.38 -238.52 -291.40
20.732 -285.54 -258.52 -241.22 -293.52
20.736 -267.10 -238.74 -223.56 -276.47
20.740 -249.53 -221.66 -207.00 -261.56
20.744 -236.06 -208.92 -194.10 -248.37
20.748 -269.34 -241.62 -225.80 -278.59
20.752 -284.11 -256.20 -240.21 -292.18
20.756 -273.70 -245.29 -230.45 -283.42
20.761 -246.12 -217.68 -204.99 -260.26
20.765 -236.55 -208.52 -193.83 -247.46
20.769 -270.21 -242.23 -226.71 -279.04
20.773 -289.14 -260.20 -246.16 -297.75
20.777 -292.03 -261.09 -250.05 -302.87
20.781 -256.98 -228.30 -214.38 -268.71
20.785 -225.60 -198.64 -181.65 -236.41
20.789 -261.25 -234.34 -217.48 -270.14
20.793 -302.44 -274.50 -258.74 -310.18
20.797 -278.06 -250.25 -234.27 -286.84
20.801 -241.49 -212.74 -199.36 -253.51
20.805 -252.95 -224.30 -211.92 -265.76
20.809 -279.22 -251.03 -235.48 -287.89
20.813 -285.68 -258.36 -242.18 -294.42
20.817 -270.30 -241.98 -228.79 -281.68
20.821 -235.07 -206.53 -193.16 -247.08
20.825 -256.44 -228.39 -212.77 -267.68
20.829 -280.89 -252.17 -238.22 -291.00
20.833 -291.47 -262.95 -248.35 -299.85
20.838 -279.22 -251.03 -235.48 -287.89
20.842 -285.68 -258.36 -242.18 -294.42
20.846 -270.30 -241.98 -228.79 -281.68
20.850 -235.07 -206.53 -193.16 -247.08
20.854 -256.44 -228.39 -212.77 -267.68
20.858 -280.89 -252.17 -238.22 -291.00
20.862 -291.47 -262.95 -248.35 -299.85
20.866 -283.46 -254.56 -239.41 -292.11
20.870 -244.28 -215.34 -202.53 -257.02
20.874 -243.59 -214.62 -200.63 -254.16
20.878 -273.65 -245.56 -231.03 -283.40
20.882 -284.34 -256.24 -241.62 -295.04
20.886 -256.69 -227.47 -213.64 -266.75
20.890 -271.01 -242.11 -228.17 -282.46
20.894 -281.16 -251.79 -237.24 -291.62
20.898 -258.61 -230.58 -216.32 -269.61
20.902 -287.85 -260.33 -244.91 -296.47
20.906 -271.51 -243.23 -228.88 -281.39
20.911 -257.63 -229.51 -215.07 -269.03
20.915 -247.19 -219.07 -203.33 -258.07
20.919 -274.73 -246.36 -232.03 -285.77
20.923 -279.44 -250.85 -235.72 -287.76
20.927 -274.46 -245.56 -231.97 -283.87
20.931 -240.57 -211.98 -198.80 -252.37
20.935 -263.28 -234.78 -219.81 -274.03
20.939 -283.69 -255.61 -240.82 -292.63
20.943 -271.64 -243.10 -228.64 -280.98
20.947 -268.22 -238.45 -225.75 -279.75
20.951 -275.69 -246.36 -232.15 -286.42
20.955 -244.80 -216.43 -202.33 -255.70
20.959 -259.84 -231.81 -216.63 -269.27
20.963 -292.09 -264.22 -247.79 -299.74
20.967 -295.29 -266.97 -252.17 -305.41
20.971 -247.81 -219.02 -207.56 -262.16
20.975 -256.42 -227.92 -214.53 -269.25
20.980 -282.26 -252.95 -240.37 -292.79
20.984 -268.98 -240.55 -223.88 -275.04
20.988 -282.08 -253.54 -240.35 -294.82
21.008 -314.73 -284.63 -275.71 -327.92
21.028 -335.52 -305.75 -296.70 -346.94
21.048 -303.98 -274.68 -262.50 -317.22
21.068 -225.04 -198.28 -181.18 -237.08
21.088 -276.63 -249.47 -230.98 -286.37
21.108 -281.48 -253.51 -236.37 -290.64
21.128 -305.03 -275.89 -265.52 -317.33
21.148 -272.62 -244.73 -234.49 -287.44
21.168 -214.53 -184.67 -170.32 -227.65
21.188 -271.66 -241.82 -228.88 -283.15
21.208 -343.41 -315.38 -300.32 -352.67
21.228 -306.71 -276.71 -262.61 -316.12
21.248 -288.25 -262.34 -244.66 -300.65
21.268 -269.34 -242.16 -227.72 -282.88
21.288 -340.39 -311.18 -305.35 -356.11
21.308 -309.82 -280.89 -274.10 -321.51
21.328 -231.54 -205.86 -182.50 -239.16
21.348 -212.70 -184.71 -166.83 -224.79
21.368 -290.37 -262.23 -247.72 -304.18
21.388 -281.43 -253.49 -240.59 -294.98
21.408 -299.38 -270.97 -256.51 -308.95
21.428 -302.51 -273.14 -259.30 -314.04
21.448 -280.47 -253.38 -239.03 -292.41
21.468 -281.34 -254.25 -241.00 -295.13
21.488 -281.25 -251.21 -240.06 -294.37
21.508 -292.25 -263.82 -249.45 -302.04
21.528 -279.06 -253.49 -235.45 -289.70
21.548 -256.69 -228.64 -215.63 -271.46
21.568 -261.43 -233.17 -217.88 -274.03
21.588 -352.78 -323.99 -313.44 -365.27
21.608 -331.39 -304.01 -295.22 -344.35
21.628 -262.23 -234.20 -217.08 -272.42
21.648 -227.94 -199.76 -184.78 -240.62
21.668 -253.78 -227.03 -209.03 -266.08
21.688 -272.76 -243.99 -230.16 -285.14
21.708 -308.63 -280.96 -269.56 -320.12
21.728 -277.99 -250.88 -236.12 -288.99
21.733 -296.61 -268.11 -254.90 -307.00
21.737 -268.98 -239.81 -227.29 -281.14
21.741 -261.38 -234.16 -219.90 -274.64
21.745 -294.13 -266.72 -252.11 -307.69
21.750 -289.32 -260.98 -249.31 -302.17
21.754 -327.77 -299.71 -289.92 -339.61
21.758 -286.30 -257.49 -244.91 -299.42
21.762 -242.87 -215.90 -198.15 -255.01
21.767 -265.40 -237.60 -221.33 -277.63
21.771 -280.34 -252.91 -236.19 -290.53
21.775 -311.09 -283.00 -268.09 -320.55
21.779 -322.02 -293.39 -280.94 -334.32
21.784 -282.48 -255.12 -243.90 -297.43
21.788 -238.92 -210.20 -195.89 -252.11
21.792 -271.10 -243.01 -228.68 -283.84
21.796 -321.46 -294.13 -281.34 -333.58
21.801 -272.74 -245.40 -229.26 -282.91
21.805 -273.18 -245.65 -230.54 -286.24
21.809 -268.82 -240.71 -227.81 -283.26
21.813 -297.37 -267.80 -255.88 -310.51
21.818 -365.90 -336.39 -325.75 -377.07
21.822 -276.31 -250.83 -234.74 -286.15
21.826 -218.51 -190.30 -175.33 -232.17
21.830 -247.79 -219.20 -203.58 -260.96
21.835 -290.13 -262.52 -249.02 -301.84
21.839 -303.18 -275.57 -260.06 -313.71
21.843 -307.38 -280.40 -269.18 -321.82
21.847 -285.74 -257.81 -244.35 -300.72
21.852 -239.63 -209.86 -196.92 -253.58
21.856 -325.42 -299.16 -281.61 -335.08
21.860 -282.55 -254.74 -242.43 -294.17
21.864 -288.65 -260.11 -244.73 -298.89
21.869 -256.31 -228.79 -215.25 -270.05
21.873 -247.48 -218.91 -206.84 -263.55
21.877 -326.58 -297.30 -284.45 -338.56
21.881 -332.04 -305.19 -289.19 -340.77
21.886 -305.82 -277.32 -265.07 -318.94
21.890 -317.60 -290.95 -275.91 -327.05
21.894 -265.76 -238.38 -222.82 -277.18
21.898 -253.22 -225.33 -210.69 -266.92
21.902 -282.73 -255.01 -241.09 -296.85
21.906 -293.08 -265.58 -254.43 -306.93
21.910 -304.52 -274.55 -262.72 -315.65
21.914 -298.89 -271.08 -254.63 -310.00
21.918 -257.02 -228.48 -215.96 -271.60
21.922 -255.75 -227.85 -214.53 -270.32
21.927 -308.90 -282.06 -267.10 -320.66
21.931 -301.46 -272.67 -261.31 -314.18
21.935 -301.35 -273.72 -262.10 -314.20
21.939 -259.01 -230.16 -216.90 -272.83
21.943 -286.44 -258.68 -249.20 -302.22
21.947 -276.31 -249.15 -230.85 -285.92
21.951 -282.95 -253.85 -239.30 -293.21
21.955 -317.44 -289.37 -277.09 -330.27
21.959 -272.29 -244.80 -232.37 -287.20
21.963 -243.43 -214.51 -201.64 -258.59
21.968 -301.95 -272.62 -259.21 -314.58
21.972 -303.00 -275.71 -261.67 -313.82
21.976 -302.51 -273.85 -264.13 -317.04
21.980 -262.68 -235.34 -221.33 -276.33
21.984 -260.82 -233.71 -217.97 -274.46
21.988 -285.03 -256.37 -243.28 -297.43
21.992 -295.76 -267.75 -253.47 -306.04
21.996 -306.35 -277.70 -264.18 -318.78
22.000 -303.54 -277.52 -264.04 -317.84
22.004 -249.33 -220.97 -208.43 -264.69
22.009 -267.15 -237.93 -225.57 -280.92
22.013 -304.48 -277.77 -264.13 -315.70
22.017 -289.37 -261.45 -246.70 -300.56
22.021 -252.62 -223.65 -211.49 -268.09
22.025 -266.23 -238.54 -226.13 -281.54
22.029 -301.15 -272.45 -260.84 -315.20
22.033 -338.23 -308.34 -296.29 -348.91
22.037 -267.15 -237.93 -225.57 -280.92
22.041 -304.48 -277.77 -264.13 -315.70
22.045 -289.37 -261.45 -246.70 -300.56
22.049 -252.62 -223.65 -211.49 -268.09
22.054 -266.23 -238.54 -226.13 -281.54
22.058 -301.15 -272.45 -260.84 -315.20
22.062 -338.23 -308.34 -296.29 -348.91
22.066 -309.39 -279.93 -268.65 -321.15
22.070 -242.00 -213.66 -201.41 -257.27
22.074 -272.18 -246.16 -228.97 -285.63
22.078 -260.26 -233.37 -217.24 -272.18
22.082 -320.03 -292.29 -280.72 -332.93
22.086 -299.98 -270.70 -260.26 -312.86
22.090 -250.38 -222.36 -208.65 -265.54
22.094 -266.01 -238.14 -224.43 -280.45
