Time Ch1 Ch2 Ch3 Ch4 Ch5 Ch6 Ch7 Ch8 Ch9 Ch10 Ch11 Ch12 Ch13 Ch14
4.365 86263.96 75982.74 78194.63 92057.36 84769.55 65190.83 46679.41 50393.57 58852.95 58496.86 3697.83 635.46 113.10 1859.84
4.374 86262.89 75982.10 78194.11 92057.05 84769.30 65190.90 46680.14 50394.80 58866.14 58511.21 3713.14 650.77 130.56 1877.05
4.382 86246.51 75965.29 78176.46 92038.65 84750.01 65171.56 46660.16 50374.46 58829.68 58473.57 3674.63 612.08 91.55 1838.52
4.391 86250.53 75969.78 78180.26 92042.27 84753.23 65174.89 46662.78 50375.85 58842.93 58486.49 3687.72 624.75 104.92 1851.60
4.399 86270.49 75989.56 78200.71 92062.61 84774.96 65197.04 46687.41 50402.76 58836.50 58479.76 3679.77 617.09 96.94 1844.60
4.407 86250.31 75969.98 78181.91 92043.25 84755.51 65177.55 46667.54 50381.39 58859.34 58504.17 3705.63 642.70 123.47 1870.28
4.416 86256.07 75975.64 78187.45 92048.60 84760.70 65182.89 46672.52 50385.73 58845.68 58489.31 3689.51 625.49 106.39 1853.18
4.424 86248.88 75967.79 78179.65 92039.61 84751.09 65172.14 46661.14 50373.21 58838.80 58482.18 3681.65 617.56 97.34 1844.06
4.433 86259.54 75978.30 78189.91 92049.13 84760.43 65181.26 46671.02 50383.16 58839.98 58484.01 3683.55 619.86 101.63 1849.67
4.441 86254.60 75974.65 78188.28 92049.29 84763.16 65185.31 46677.42 50391.63 58842.71 58486.20 3684.84 619.46 100.63 1847.46
4.449 86257.06 75977.04 78190.47 92050.88 84764.14 65184.84 46676.43 50389.84 58855.74 58500.44 3699.41 634.83 117.03 1864.98
4.458 86259.70 75979.75 78192.93 92052.91 84766.09 65186.05 46679.16 50392.25 58845.04 58489.84 3688.80 623.77 106.42 1853.97
4.466 86244.25 75963.36 78175.90 92035.32 84747.38 65166.49 46658.84 50370.89 58846.56 58491.05 3688.31 623.12 104.67 1852.24
4.475 86251.25 75971.48 78184.88 92044.91 84757.95 65177.20 46671.02 50384.14 58840.32 58485.24 3682.94 617.13 99.93 1847.68
4.483 86262.58 75982.21 78194.78 92053.74 84765.28 65182.81 46676.10 50387.67 58845.12 58491.03 3688.75 623.48 107.49 1855.73
4.491 86242.19 75962.27 78175.47 92034.81 84747.56 65165.53 46660.74 50373.84 58835.65 58480.84 3676.82 611.63 94.35 1842.79
4.500 86251.25 75971.48 78184.88 92044.91 84757.95 65177.20 46671.02 50384.14 58840.32 58485.24 3682.94 617.13 99.93 1847.68
4.508 86262.58 75982.21 78194.78 92053.74 84765.28 65182.81 46676.10 50387.67 58845.12 58491.03 3688.75 623.48 107.49 1855.73
4.516 86242.19 75962.27 78175.47 92034.81 84747.56 65165.53 46660.74 50373.84 58835.65 58480.84 3676.82 611.63 94.35 1842.79
4.525 86261.46 75981.22 78194.40 92053.27 84765.17 65182.92 46680.01 50391.92 58849.33 58496.01 3693.40 626.85 110.95 1858.12
4.533 86252.99 75972.06 78184.55 92042.47 84753.17 65169.55 46667.36 50377.50 58844.23 58489.53 3684.73 618.20 100.81 1848.29
4.541 86257.51 75977.27 78189.78 92047.55 84758.40 65175.07 46674.15 50384.74 58841.57 58487.25 3682.27 615.30 99.00 1846.75
4.550 86259.09 75978.27 78191.72 92049.62 84760.21 65176.46 46675.87 50385.73 58853.93 58500.75 3695.73 628.78 113.95 1862.28
4.558 86247.76 75967.72 78181.84 92039.88 84751.31 65168.77 46669.84 50381.39 58839.51 58486.69 3681.49 614.11 99.24 1847.46
4.566 86256.88 75976.64 78190.34 92048.06 84758.93 65175.94 46676.97 50387.76 58848.05 58495.01 3689.36 621.87 106.91 1855.02
4.575 86259.67 75978.74 78192.71 92049.33 84758.95 65174.80 46674.73 50385.08 58847.54 58494.67 3687.88 620.02 104.63 1853.23
4.583 86259.63 75979.35 78193.60 92049.69 84759.58 65175.27 46675.16 50385.53 58847.40 58494.45 3686.52 618.18 102.55 1850.50
4.591 86242.95 75962.07 78178.00 92034.43 84745.88 65162.22 46664.50 50377.28 58839.60 58488.23 3682.70 615.03 102.39 1851.26
4.600 86247.51 75967.37 78183.68 92039.43 84749.50 65165.62 46667.31 50378.80 58837.32 58484.88 3677.31 608.15 94.30 1842.54
4.608 86259.63 75978.70 78195.75 92050.94 84760.03 65175.23 46676.88 50387.83 58841.15 58489.42 3681.62 612.86 99.64 1847.89
4.616 86251.89 75970.54 78187.32 92042.00 84750.53 65164.92 46666.33 50377.03 58846.87 58495.23 3686.65 618.18 104.54 1853.47
4.625 86255.63 75975.26 78193.78 92049.00 84758.98 65173.64 46676.92 50388.66 58845.71 58494.16 3685.42 615.72 102.66 1851.17
4.633 86262.45 75980.91 78197.91 92051.77 84759.38 65172.59 46674.20 50383.49 58847.14 58496.21 3686.61 616.77 103.96 1852.09
4.641 86245.61 75964.62 78182.22 92036.39 84744.85 65157.48 46660.90 50371.40 58830.93 58479.87 3670.74 601.49 89.74 1839.33
4.650 86250.93 75970.16 78188.57 92041.89 84749.81 65160.61 46665.12 50375.22 58830.53 58481.28 3669.89 598.74 87.93 1837.27
4.658 86264.64 75982.90 78201.58 92053.13 84760.25 65170.02 46673.86 50382.91 58848.79 58499.30 3686.23 614.85 103.82 1852.80
4.666 86250.76 75968.84 78188.19 92040.13 84747.22 65157.37 46661.97 50371.89 58833.93 58485.08 3672.17 601.24 90.77 1840.60
4.675 86261.08 75980.15 78199.75 92051.77 84758.84 65168.68 46673.53 50383.02 58841.97 58493.84 3681.38 609.26 99.58 1849.16
4.683 86258.15 75976.75 78197.42 92049.04 84756.38 65165.77 46671.69 50381.30 58848.92 58501.09 3687.93 615.66 106.30 1856.18
4.691 86256.86 75975.59 78195.61 92046.74 84753.03 65162.29 46667.60 50377.05 58839.56 58491.70 3677.87 605.02 95.53 1844.80
4.700 86254.04 75972.28 78192.97 92043.52 84749.63 65157.93 46664.01 50373.01 58836.59 58489.17 3675.21 602.65 93.92 1843.84
4.708 86243.27 75960.82 78180.86 92030.89 84736.63 65143.82 46650.15 50358.88 58826.22 58479.07 3665.42 593.35 85.94 1836.42
4.716 86255.63 75974.54 78197.15 92048.89 84756.30 65165.01 46674.09 50385.06 58834.95 58488.19 3672.93 598.89 90.08 1838.99
4.725 86251.11 75968.04 78189.20 92039.14 84743.78 65150.44 46657.61 50365.99 58840.12 58492.93 3676.62 602.56 93.68 1842.95
4.733 86253.73 75971.55 78194.09 92044.35 84750.73 65158.15 46666.96 50376.52 58839.89 58494.29 3678.74 606.09 99.33 1850.88
4.741 86259.94 75977.83 78199.75 92049.40 84755.16 65161.84 46670.38 50379.51 58838.33 58493.08 3676.77 602.63 95.17 1845.27
4.750 86258.94 75976.35 78197.56 92046.83 84751.02 65157.08 46665.08 50373.17 58840.16 58494.09 3676.77 602.27 94.57 1844.40
4.758 86252.95 75970.87 78192.82 92042.05 84747.06 65153.21 46662.40 50371.13 58837.10 58491.54 3674.00 599.81 92.60 1842.72
4.766 86258.94 75976.22 78198.45 92047.48 84752.45 65158.26 46667.98 50377.12 58839.40 58494.96 3677.62 603.70 97.03 1847.77
4.775 86253.62 75970.72 78192.84 92041.35 84745.79 65151.56 46661.08 50369.21 58836.50 58491.88 3673.76 598.85 92.72 1843.04
4.783 86253.50 75970.83 78192.91 92041.40 84745.19 65150.24 46660.21 50368.40 58837.53 58493.17 3674.54 599.34 94.12 1844.67
4.791 86250.55 75967.37 78189.73 92038.43 84741.10 65146.17 46656.65 50365.30 58825.72 58481.35 3662.47 587.40 81.49 1832.46
4.800 86253.50 75970.83 78192.91 92041.40 84745.19 65150.24 46660.21 50368.40 58837.53 58493.17 3674.54 599.34 94.12 1844.67
4.808 86250.55 75967.37 78189.73 92038.43 84741.10 65146.17 46656.65 50365.30 58825.72 58481.35 3662.47 587.40 81.49 1832.46
4.816 86252.92 75969.71 78191.90 92041.87 84740.20 65144.63 46655.40 50362.46 58834.64 58490.29 3670.72 594.65 88.76 1838.63
4.825 86251.27 75968.46 78192.30 92043.86 84743.53 65149.48 46662.26 50371.71 58826.93 58483.90 3665.06 589.37 85.58 1836.75
4.833 86252.19 75969.65 78192.03 92043.52 84741.61 65147.06 46659.15 50367.20 58835.16 58491.74 3671.74 595.18 90.52 1840.26
4.841 86271.45 75988.35 78210.30 92062.14 84759.47 65164.45 46675.83 50383.29 58841.41 58498.70 3677.80 601.64 97.27 1847.71
4.850 86263.45 75980.26 78204.02 92055.30 84752.63 65157.97 46669.91 50377.90 58852.68 58510.38 3689.27 612.37 108.12 1858.91
4.858 86245.64 75962.25 78185.28 92035.97 84731.75 65136.34 46647.91 50353.65 58820.98 58478.00 3656.45 579.74 75.41 1826.47
4.866 86250.87 75967.86 78193.51 92045.11 84743.40 65149.19 46663.20 50372.67 58836.92 58495.25 3674.18 597.33 95.13 1846.81
4.874 86256.50 75972.84 78198.05 92049.31 84745.68 65150.22 46662.84 50370.06 58833.84 58491.23 3667.90 589.55 85.65 1835.12
4.883 86252.25 75968.08 78193.82 92044.68 84741.07 65144.81 46657.77 50364.25 58838.02 58496.93 3674.47 596.79 94.44 1845.63
4.891 86253.28 75969.47 78195.88 92046.23 84742.57 65146.68 46660.63 50367.80 58832.27 58491.14 3667.47 589.19 86.84 1837.13
4.899 86257.26 75973.13 78199.90 92049.56 84744.92 65148.12 46661.97 50368.78 58831.96 58490.96 3667.68 589.46 87.80 1839.03
4.908 86252.54 75968.64 78196.73 92046.67 84742.71 65146.51 46661.17 50367.98 58837.06 58496.21 3672.26 593.51 91.55 1842.32
4.916 86247.16 75962.85 78190.31 92039.83 84734.19 65137.05 46651.40 50356.96 58827.44 58486.87 3662.00 583.40 80.87 1831.52
4.924 86264.55 75980.69 78207.97 92057.38 84751.58 65154.40 46669.48 50375.27 58828.36 58488.14 3662.27 583.36 81.67 1832.80
4.933 86263.92 75980.06 78209.13 92059.24 84755.49 65158.53 46675.58 50382.80 58853.13 58513.58 3688.51 609.35 107.98 1858.41
4.941 86238.84 75954.65 78183.09 92032.59 84727.33 65129.45 46645.90 50352.42 58837.55 58498.18 3672.37 593.22 92.78 1843.73
4.949 86252.59 75966.96 78197.24 92044.71 84737.45 65134.37 46656.87 50362.79 58829.88 58494.31 3662.87 580.09 83.19 1834.59
4.961 86250.69 75964.84 78195.39 92042.34 84734.68 65130.84 46653.30 50359.37 58834.06 58498.67 3667.09 584.05 88.18 1839.39
4.973 86250.49 75964.21 78194.81 92041.22 84733.56 65129.27 46652.72 50358.84 58821.01 58485.64 3653.46 570.46 74.61 1826.12
4.985 86269.87 75984.02 78215.06 92061.47 84753.30 65148.96 46672.68 50378.51 58845.57 58511.12 3678.83 595.50 99.89 1851.55
4.997 86245.90 75958.74 78189.64 92035.32 84726.70 65120.98 46644.60 50349.49 58829.90 58495.50 3662.58 579.45 83.68 1835.06
5.009 86245.90 75958.74 78189.64 92035.32 84726.70 65120.98 46644.60 50349.49 58829.90 58495.50 3662.58 579.45 83.68 1835.06
5.021 86247.11 75960.50 78191.74 92038.02 84729.81 65124.51 46649.45 50355.08 58819.11 58484.28 3650.35 565.88 69.60 1820.08
5.033 86260.10 75973.02 78204.37 92050.25 84742.55 65136.47 46662.33 50368.65 58835.98 58502.72 3668.75 584.50 89.47 1841.72
5.045 86254.53 75967.72 78199.75 92045.00 84737.23 65131.11 46656.87 50362.95 58833.75 58500.86 3666.16 582.15 87.91 1840.17
5.057 86235.29 75947.45 78179.76 92025.40 84716.17 65109.76 46635.73 50342.01 58820.29 58487.43 3651.78 567.11 73.09 1825.04
5.069 86253.53 75964.15 78195.61 92040.82 84730.46 65123.22 46648.98 50354.03 58821.97 58489.64 3653.86 568.85 74.92 1826.20
5.080 86247.60 75957.60 78188.73 92033.31 84722.32 65113.98 46639.95 50343.91 58813.79 58480.90 3643.96 559.35 64.89 1817.04
5.092 86270.11 75981.20 78214.39 92060.40 84752.74 65146.06 46675.34 50383.47 58834.46 58502.96 3666.78 582.33 89.88 1842.50
5.104 86261.86 75972.13 78204.73 92049.76 84740.43 65131.91 46659.94 50366.01 58847.76 58516.29 3678.45 592.23 98.30 1849.45
5.116 86253.10 75963.21 78196.21 92040.44 84731.33 65122.34 46651.00 50357.30 58837.12 58505.91 3667.23 581.41 88.22 1840.26
5.128 86249.55 75958.65 78191.79 92035.77 84726.43 65116.71 46645.54 50351.66 58819.17 58488.84 3650.06 564.05 72.26 1824.51
5.140 86239.07 75948.43 78181.53 92025.08 84715.19 65104.84 46634.10 50339.62 58822.53 58492.06 3652.23 565.72 73.58 1825.51
5.152 86241.46 75950.67 78183.65 92026.76 84716.60 65105.42 46635.19 50339.66 58803.86 58473.28 3633.32 546.54 54.11 1805.98
5.164 86260.48 75969.13 78202.03 92044.95 84735.24 65123.93 46654.73 50359.73 58818.77 58488.97 3648.32 562.57 71.35 1824.57
5.169 86235.29 75947.45 78179.76 92025.40 84716.17 65109.76 46635.73 50342.01 58820.29 58487.43 3651.78 567.11 73.09 1825.04
5.173 86253.53 75964.15 78195.61 92040.82 84730.46 65123.22 46648.98 50354.03 58821.97 58489.64 3653.86 568.85 74.92 1826.20
5.178 86247.60 75957.60 78188.73 92033.31 84722.32 65113.98 46639.95 50343.91 58813.79 58480.90 3643.96 559.35 64.89 1817.04
5.183 86270.11 75981.20 78214.39 92060.40 84752.74 65146.06 46675.34 50383.47 58834.46 58502.96 3666.78 582.33 89.88 1842.50
5.188 86261.86 75972.13 78204.73 92049.76 84740.43 65131.91 46659.94 50366.01 58847.76 58516.29 3678.45 592.23 98.30 1849.45
5.192 86253.10 75963.21 78196.21 92040.44 84731.33 65122.34 46651.00 50357.30 58837.12 58505.91 3667.23 581.41 88.22 1840.26
5.197 86249.55 75958.65 78191.79 92035.77 84726.43 65116.71 46645.54 50351.66 58819.17 58488.84 3650.06 564.05 72.26 1824.51
5.202 86239.07 75948.43 78181.53 92025.08 84715.19 65104.84 46634.10 50339.62 58822.53 58492.06 3652.23 565.72 73.58 1825.51
5.206 86241.46 75950.67 78183.65 92026.76 84716.60 65105.42 46635.19 50339.66 58803.86 58473.28 3633.32 546.54 54.11 1805.98
5.211 86260.48 75969.13 78202.03 92044.95 84735.24 65123.93 46654.73 50359.73 58818.77 58488.97 3648.32 562.57 71.35 1824.57
5.216 86252.36 75961.62 78196.55 92040.42 84732.71 65122.63 46654.60 50361.99 58842.04 58512.82 3672.01 584.88 93.63 1845.43
5.221 86257.06 75965.22 78199.48 92041.42 84733.05 65121.92 46653.01 50358.37 58825.43 58495.79 3653.64 566.73 75.97 1827.86
5.225 86251.07 75959.97 78194.11 92035.63 84728.18 65116.53 46647.87 50353.29 58825.10 58495.99 3653.48 566.33 75.46 1827.93
5.230 86269.66 75978.34 78212.89 92053.98 84747.29 65134.86 46666.91 50371.80 58837.84 58509.31 3666.09 578.49 88.00 1840.80
5.235 86245.48 75953.53 78188.06 92027.99 84722.41 65109.40 46641.85 50347.15 58835.20 58507.21 3663.34 575.47 85.76 1838.36
5.240 86251.49 75959.74 78194.61 92034.02 84728.67 65115.55 46648.38 50353.03 58813.56 58485.64 3640.74 552.80 62.88 1815.90
5.244 86254.78 75962.49 78198.25 92036.91 84732.24 65118.68 46651.80 50356.69 58830.75 58502.99 3657.95 569.84 80.51 1833.16
5.249 86247.92 75955.52 78191.01 92029.06 84724.27 65110.36 46643.82 50348.06 58819.00 58491.27 3644.41 556.11 65.96 1819.12
5.257 86268.08 75976.13 78212.35 92047.97 84744.25 65132.02 46666.55 50370.06 58834.22 58507.75 3659.79 570.35 82.54 1835.66
5.266 86246.66 75954.67 78190.92 92027.16 84723.48 65111.17 46646.15 50349.72 58840.65 58514.21 3664.99 575.16 87.40 1839.95
5.274 86240.94 75948.03 78184.39 92019.32 84715.64 65102.52 46637.21 50339.37 58808.65 58482.36 3632.23 541.69 53.69 1806.54
5.282 86262.04 75969.71 78207.19 92042.09 84738.93 65126.79 46662.93 50365.83 58822.91 58497.18 3647.58 556.94 70.27 1823.88
5.291 86253.73 75960.77 78197.58 92032.01 84728.29 65115.26 46650.75 50353.18 58832.03 58506.41 3656.41 565.52 79.13 1832.19
5.299 86252.43 75960.44 78198.20 92032.79 84730.97 65118.05 46654.80 50358.03 58837.37 58512.55 3662.15 571.38 85.20 1838.79
5.307 86239.89 75947.67 78185.28 92019.63 84717.22 65104.08 46641.07 50344.31 58818.64 58494.22 3643.36 553.00 66.99 1820.84
5.316 86254.93 75962.25 78199.39 92032.77 84730.17 65115.66 46652.09 50354.50 58823.02 58498.87 3647.76 555.87 70.27 1823.61
5.324 86252.79 75960.44 78197.85 92031.32 84728.94 65114.68 46651.82 50353.72 58823.60 58499.03 3647.18 554.99 69.80 1823.21
5.333 86251.29 75957.84 78195.16 92027.45 84724.76 65110.14 46646.86 50348.33 58828.72 58504.06 3651.45 559.73 74.12 1827.77
5.341 86241.39 75947.92 78184.30 92016.12 84712.84 65097.51 46633.56 50334.54 58803.77 58478.60 3624.92 532.49 46.25 1799.36
5.349 86263.25 75970.74 78208.13 92040.86 84739.44 65125.65 46664.72 50368.25 58826.62 58504.39 3652.54 560.87 78.72 1833.94
5.358 86252.54 75959.18 78196.48 92028.39 84726.77 65111.57 46649.59 50351.62 58837.53 58513.63 3658.96 564.90 79.28 1831.84
5.366 86254.31 75960.88 78198.67 92030.51 84729.74 65113.72 46652.61 50356.04 58822.80 58499.99 3646.31 553.05 68.89 1822.09
5.374 86268.06 75974.27 78212.08 92043.34 84742.64 65125.90 46664.92 50367.18 58836.05 58513.80 3659.29 565.57 82.03 1836.08
5.383 86233.77 75939.98 78176.86 92007.18 84705.53 65087.32 46625.96 50326.85 58824.72 58501.76 3646.49 552.92 68.89 1822.43
5.391 86252.99 75959.56 78197.18 92028.12 84727.66 65109.42 46650.21 50352.29 58795.15 58472.48 3616.51 522.76 39.85 1794.15
5.399 86236.87 75942.85 78181.28 92012.19 84711.95 65093.98 46635.75 50338.43 58836.07 58515.46 3660.17 566.48 84.67 1838.90
5.408 86233.77 75939.98 78176.86 92007.18 84705.53 65087.32 46625.96 50326.85 58824.72 58501.76 3646.49 552.92 68.89 1822.43
5.416 86252.99 75959.56 78197.18 92028.12 84727.66 65109.42 46650.21 50352.29 58795.15 58472.48 3616.51 522.76 39.85 1794.15
5.424 86236.87 75942.85 78181.28 92012.19 84711.95 65093.98 46635.75 50338.43 58836.07 58515.46 3660.17 566.48 84.67 1838.90
5.433 86257.46 75963.97 78201.58 92032.39 84731.35 65112.82 46653.95 50355.44 58818.41 58496.88 3640.81 546.34 64.31 1818.52
5.441 86249.75 75955.50 78192.46 92022.78 84721.52 65102.63 46643.71 50344.62 58822.10 58500.30 3643.11 548.42 66.27 1820.15
5.449 86263.25 75969.27 78206.52 92035.97 84734.90 65116.00 46657.30 50357.70 58820.18 58499.03 3641.59 546.52 65.09 1819.12
5.458 86256.37 75962.16 78199.37 92028.64 84727.44 65107.66 46648.94 50350.75 58835.85 58514.90 3657.13 561.48 80.06 1834.27
5.466 86239.74 75945.35 78183.36 92012.88 84712.51 65093.06 46635.86 50346.70 58813.12 58492.53 3633.66 538.39 56.73 1811.27
5.474 86265.17 75971.10 78209.33 92038.76 84738.30 65118.70 46663.04 50374.84 58832.21 58512.53 3654.26 558.70 78.77 1833.38
5.483 86252.81 75958.20 78195.50 92024.19 84722.79 65101.53 46645.39 50356.87 58839.83 58519.82 3660.01 563.29 81.87 1836.24
5.491 86250.64 75956.37 78194.27 92022.94 84721.99 65100.48 46645.36 50356.89 58824.49 58505.11 3645.08 548.74 67.90 1822.05
5.499 86262.24 75967.57 78205.16 92033.51 84732.22 65110.21 46655.58 50366.35 58823.94 58504.66 3644.18 546.97 66.88 1821.24
5.508 86242.89 75948.23 78186.47 92014.24 84712.69 65090.18 46636.04 50346.68 58834.91 58516.20 3655.20 558.06 78.54 1833.25
5.516 86240.52 75945.93 78184.21 92012.19 84710.63 65087.63 46634.75 50345.81 58808.69 58489.73 3628.14 530.74 51.12 1806.00
5.524 86246.06 75950.40 78186.96 92013.77 84710.94 65086.65 46633.12 50342.77 58821.25 58502.43 3640.23 542.34 63.05 1817.67
5.533 86257.66 75963.68 78202.36 92030.18 84729.65 65106.43 46655.33 50367.22 58815.55 58498.20 3637.10 539.84 62.00 1817.91
5.541 86254.51 75959.50 78197.22 92023.96 84722.19 65097.24 46645.99 50355.91 58840.21 58521.96 3658.47 559.51 80.33 1834.18
5.549 86251.78 75956.91 78195.19 92021.98 84720.67 65095.97 46648.60 50358.32 58818.21 58501.35 3638.48 540.04 61.98 1817.04
5.558 86238.37 75942.73 78180.41 92005.97 84704.10 65077.19 46644.87 50346.90 58815.11 58498.67 3631.24 530.99 53.98 1809.08
5.566 86254.85 75958.69 78196.39 92021.13 84719.41 65091.74 46659.58 50360.85 58831.29 58516.35 3649.28 548.96 73.25 1828.93
5.574 86253.28 75957.28 78195.70 92020.48 84718.74 65091.05 46660.74 50362.28 58825.79 58510.83 3643.31 542.63 66.59 1821.94
5.583 86245.35 75948.75 78187.07 92011.65 84709.38 65081.22 46651.02 50351.80 58831.78 58517.20 3648.48 547.24 70.97 1826.14
5.591 86250.46 75952.99 78191.10 92014.26 84712.11 65083.54 46653.63 50353.67 58819.60 58505.69 3637.39 536.37 61.22 1817.33
5.600 86251.56 75954.25 78191.97 92015.02 84712.62 65083.09 46653.30 50352.00 58820.31 58506.47 3637.39 535.48 60.28 1815.54
5.608 86249.01 75952.28 78190.63 92014.42 84713.63 65084.21 46656.54 50356.09 58835.74 58521.76 3651.98 549.94 75.03 1830.56
5.616 86245.61 75948.88 78187.27 92010.55 84709.40 65079.83 46652.76 50351.93 58808.76 58495.90 3625.45 523.79 49.75 1806.33
5.625 86252.88 75955.39 78192.06 92013.95 84710.63 65078.87 46650.82 50346.99 58833.14 58520.71 3649.48 546.63 72.11 1827.66
5.633 86245.03 75948.30 78187.41 92010.75 84710.41 65080.14 46655.69 50355.31 58809.97 58497.51 3626.66 524.39 50.67 1806.76
5.641 86254.24 75957.53 78195.72 92017.77 84716.33 65083.76 46658.73 50355.98 58832.07 58519.82 3648.27 544.82 70.45 1825.87
5.650 86240.54 75942.78 78181.46 92003.02 84701.24 65067.98 46644.20 50340.58 58822.57 58510.25 3638.06 534.36 60.89 1816.46
5.658 86247.20 75949.89 78189.13 92010.89 84709.60 65076.70 46654.19 50351.60 58809.92 58499.34 3627.69 524.55 52.41 1808.93
5.666 86244.68 75947.16 78186.94 92008.61 84707.01 65073.28 46651.20 50347.80 58820.18 58509.22 3637.01 532.95 60.35 1815.74
5.675 86248.83 75950.98 78190.22 92011.16 84709.69 65074.94 46653.57 50349.43 58825.28 58515.12 3641.68 537.96 65.04 1821.56
5.683 86243.07 75945.06 78184.17 92005.41 84703.39 65068.39 46647.08 50342.34 58814.66 58504.69 3631.17 527.23 55.28 1811.79
5.691 86246.28 75947.87 78186.34 92006.58 84703.81 65067.43 46646.35 50340.73 58817.48 58507.43 3632.99 528.64 56.91 1812.99
5.700 86245.06 75947.09 78186.96 92007.98 84706.20 65071.07 46651.64 50347.97 58806.97 58497.91 3624.36 521.04 51.05 1809.08
5.708 86243.07 75945.06 78184.17 92005.41 84703.39 65068.39 46647.08 50342.34 58814.66 58504.69 3631.17 527.23 55.28 1811.79
5.716 86246.28 75947.87 78186.34 92006.58 84703.81 65067.43 46646.35 50340.73 58817.48 58507.43 3632.99 528.64 56.91 1812.99
5.725 86245.06 75947.09 78186.96 92007.98 84706.20 65071.07 46651.64 50347.97 58806.97 58497.91 3624.36 521.04 51.05 1809.08
5.733 86265.17 75966.40 78204.66 92024.17 84720.58 65083.27 46662.82 50356.29 58832.79 58523.55 3648.63 543.21 71.15 1826.18
5.741 86252.99 75954.98 78194.96 92015.05 84713.58 65076.84 46658.46 50352.96 58827.71 58518.97 3643.02 537.85 66.05 1822.65
5.750 86243.74 75945.28 78184.73 92003.42 84700.57 65062.28 46642.66 50335.10 58812.47 58504.01 3628.60 523.90 52.79 1809.75
5.758 86240.47 75941.30 78180.68 91999.36 84696.59 65058.51 46640.09 50333.29 58804.27 58495.25 3618.75 513.08 41.98 1798.87
5.766 86253.62 75955.07 78196.33 92015.78 84715.35 65077.98 46662.84 50357.59 58825.50 58518.30 3643.20 537.89 67.73 1824.93
5.775 86251.31 75952.64 78193.00 92011.16 84709.69 65071.07 46655.56 50349.07 58819.40 58512.46 3636.29 530.92 61.65 1818.65
